error: Jun-17-2021 17:58:17: 	Forbidden - /api/items/comment/6050c9bd7eade8231fb9d76a - POST - ::ffff:127.0.0.1 - Not authorized
info: Oct-18-2021 13:54:59: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: Testing seller comment - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 13:55:18: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: one more time - Auction_ID: 60ef8e426efa046d7ce3efd7 - tantakian@gmail.com - s9tSZqz4m9ZxxN3h0nNhWl1yhoi1
info: Oct-18-2021 14:02:03: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: chem kider - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 14:52:19: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: Sapphire crystal, nice! - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 14:52:31: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: gonna work? - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 14:52:35: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: I think so - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 15:42:36: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: Sapphire crystal, nice! - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 16:58:14: 	undefined - undefined - undefined - undefined - Bid successfully - Bid: 6800 - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 17:02:09: 	undefined - undefined - undefined - undefined - Comment successfully - Comment: 6900 - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 17:02:22: 	undefined - undefined - undefined - undefined - Bid successfully - Bid: 6900 - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
info: Oct-18-2021 17:03:10: 	undefined - undefined - undefined - undefined - Bid successfully - Bid: 7000 - Auction_ID: 60ef8e426efa046d7ce3efd7 - winona.ullrich67@ethereal.email - yeAYHSW5kefvR9zFN54a0wTSplk1
